title,list_price,bedrooms,bathrooms,sqft,full_link,full_address,postal_code,lat,long,type,Sold on,style,age,tax,sqft_min,sqft_max,sqft_avg
2214 - 400 Adelaide Street East,699900,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/400-adelaide-street-east/2214,"400 Adelaide street, Toronto ",M5A1N4,43.6528,-79.3678,Condo,2022-02-14,Apt,No Data,"$2,065 /yr",500,599,549.5
708 - 2220 Lake Shore Boulevard West,568800,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/2220-lake-shore-boulevard-west/708,"2220 Lake Shore boulevard, Toronto ",M8Voc1,43.623,-79.4831,Condo,2022-02-14,Apt,No Data,"$1,833 /yr",500,599,549.5
408 - 2121 Lake Shore Boulevard West,729000,1.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/2121-lake-shore-boulevard-west/408,"2121 Lake Shore boulevard, Toronto ",M8V4E9,43.6274,-79.4784,Condo,2022-02-14,Apt,No Data,"$2,255 /yr",800,899,849.5
93b Douglas Crescent,499900,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/93b-douglas-crescent,"93B Douglas Crescent, Toronto ",M4W2E6,43.6927,-79.367,Condo,2022-02-14,Apt,No Data,"$3,080 /yr",1000,1199,1099.5
45 Chelsea Avenue,1699000,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/45-chelsea-avenue,"45 Chelsea avenue, Toronto ",M6P1B9,43.6579,-79.4535,Semi-Detached,2022-02-14,house,No Data,"$5,371 /yr",1500,2000,1750.0
2402 - 59 East Liberty Street,999000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/59-east-liberty-street/2402,"59 East Liberty street, Toronto ",M6K3R1,43.6384,-79.4136,Condo,2022-02-14,Apt,No Data,"$3,880 /yr",1200,1399,1299.5
110 Jones Avenue,1199000,3.0,3.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/110-jones-avenue,"110 Jones avenue, Toronto ",M4M2Z8,43.6656,-79.3343,Semi-Detached,2022-02-14,house,No Data,"$4,082 /yr",1100,1500,1300.0
222 - 628 Fleet Street,599900,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/628-fleet-street/222,"628 Fleet street, Toronto ",M5V1A8,43.6361,-79.4033,Condo,2022-02-14,Apt,No Data,"$1,900 /yr",500,599,549.5
1024 - 3041 Finch Avenue West,599900,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/3041-finch-avenue-west/1024,"3041 Finch avenue, Toronto ",M9M0A4,43.7472,-79.5644,Townhouse,2022-02-14,house,No Data,"$1,627 /yr",800,899,849.5
905 - 68 Merton Street,799000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/68-merton-street/905,"68 Merton street, Toronto ",M4S1A1,43.697,-79.3942,Condo,2022-02-14,Apt,No Data,"$3,251 /yr",800,899,849.5
727 Conacher Drive,1898000,5.0,4.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/727-conacher-drive,"727 Conacher Drive, Toronto ",M2M3N7,43.8012,-79.4003,Detached,2022-02-14,house,No Data,"$7,937 /yr",2500,3000,2750.0
305 - 2 Fieldway Road,699000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/2-fieldway-road/305,"2 Fieldway road, Toronto ",M8Z0B9,43.6433,-79.5271,Condo,2022-02-14,detached,No Data,"$2,322 /yr",800,899,849.5
273 Silverthorn Avenue,1099900,5.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/273-silverthorn-avenue,"273 Silverthorn avenue, Toronto ",M6N3K2,43.6805,-79.4621,Detached,2022-02-14,house,No Data,"$3,434 /yr",1500,2000,1750.0
105 - 45 Dovercourt Road,1100000,2.0,1.0,900-999 ,https://www.zolo.ca/toronto-real-estate/45-dovercourt-road/105,"45 Dovercourt road, Toronto ",M6J3C2,43.6419,-79.4216,Townhouse,2022-02-14,house,No Data,"$3,868 /yr",900,999,949.5
1 - 58 Elm Avenue,1799900,2.0,2.0,2000-2249 ,https://www.zolo.ca/toronto-real-estate/58-elm-avenue/1,"58 Elm avenue, Toronto ",M4W1N7,43.6761,-79.3758,Condo,2022-02-14,house,No Data,"$8,333 /yr",2000,2249,2124.5
2615 - 15 Fort York Boulevard,499888,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/15-fort-york-boulevard/2615,"15 Fort York boulevard, Toronto ",M5V3Y4,43.6399,-79.3937,Condo,2022-02-14,Apt,No Data,"$1,546 /yr",0,499,249.5
913 - 155 Yorkville Avenue,549900,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/155-yorkville-avenue/913,"155 Yorkville avenue, Toronto ",M5R1C4,43.6704,-79.3943,Condo,2022-02-14,Apt,No Data,"$2,376 /yr",0,499,249.5
4303 - 16 Harbour Street,1450000,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/16-harbour-street/4303,"16 Harbour street, Toronto ",M5J2Z7,43.643,-79.3768,Condo,2022-02-14,Apt,No Data,"$5,044 /yr",1200,1399,1299.5
104 - 4064 Lawrence Avenue East,399900,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/4064-lawrence-avenue-east/104,"4064 Lawrence avenue, Toronto M",1E 4V5,43.7669,-79.1976,Townhouse,2022-02-14,house,No Data,$868 /yr,1000,1199,1099.5
5010 - 197 Yonge Street,829999,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/197-yonge-street/5010,"197 Yonge street, Toronto ",M5B1M4,43.6534,-79.3792,Condo,2022-02-14,Apt,No Data,"$2,762 /yr",600,699,649.5
606 - 458 Richmond Street West,589900,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/458-richmond-street-west/606,"458 Richmond street, Toronto M",5V 0S9,43.6477,-79.3977,Condo,2022-02-14,Apt,No Data,No Data,0,499,249.5
1908 - 61 St Clair Avenue West,4500000,3.0,3.0,3750-3999 ,https://www.zolo.ca/toronto-real-estate/61-st-clair-avenue-west/1908,"61 St Clair avenue, Toronto M",4V 2Y8,43.6867,-79.3966,Condo,2022-02-14,Apt,No Data,"$16,766 /yr",3750,3999,3874.5
902 - 2067 Lake Shore Boulevard West,799900,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/2067-lake-shore-boulevard-west/902,"2067 Lake Shore boulevard, Toronto ",M8V2Z6,43.6306,-79.4756,Condo,2022-02-14,Apt,No Data,"$1,054 /yr",1000,1199,1099.5
#405 - 1705 Mccowan Road,488990,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1705-mccowan-road/405,"1705 Mccowan road, Toronto M",1S 4L2,43.7888,-79.2572,Condo,2022-02-14,Apt,No Data,"$1,027 /yr",1000,1199,1099.5
4506 - 763 Bay Street,988000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/763-bay-street/4506,"763 Bay street, Toronto ",M5G2R3,43.6601,-79.3851,Condo,2022-02-14,Apt,No Data,"$3,739 /yr",800,899,849.5
1508 - 21 Markbrook Lane,570000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/21-markbrook-lane/1508,"21 Markbrook Lane, Toronto ",M9V5E4,43.7586,-79.5875,Condo,2022-02-14,Apt,No Data,"$1,155 /yr",1000,1199,1099.5
304 - 54 Sidney Belsey Crescent,648800,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/54-sidney-belsey-crescent/304,"54 Sidney Belsey Crescent, Toronto ",M6M4J1,43.6931,-79.5062,Townhouse,2022-02-14,house,No Data,"$1,869 /yr",1000,1199,1099.5
30 - 94 George Henry Boulevard,799900,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/94-george-henry-boulevard/30,"94 George Henry boulevard, Toronto M",2J 1E7,43.7738,-79.349,Townhouse,2022-02-14,house,No Data,"$2,896 /yr",1200,1399,1299.5
610 - 400 Mclevin Avenue,549990,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/400-mclevin-avenue/610,"400 Mclevin avenue, Toronto ",M1B5J4,43.8099,-79.2222,Condo,2022-02-14,Apt,No Data,"$1,051 /yr",900,999,949.5
4008 - 55 Bremner Boulevard,619000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/55-bremner-boulevard/4008,"55 Bremner boulevard, Toronto M",5J 0A6,43.6429,-79.3805,Condo,2022-02-14,Apt,No Data,"$2,297 /yr",500,599,549.5
1825 - 5233 Dundas Street West,599900,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/5233-dundas-street-west/1825,"5233 Dundas street, Toronto ",M9B6M1,43.6389,-79.5369,Condo,2022-02-14,Apt,No Data,"$1,729 /yr",700,799,749.5
516 - 608 Richmond Street West,929900,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/608-richmond-street-west/516,"608 Richmond street, Toronto ",M5V0N9,43.6467,-79.4032,Condo,2022-02-14,detached,No Data,"$3,507 /yr",800,899,849.5
Ph3 - 5 Kenneth Avenue,799000,2.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/5-kenneth-avenue/ph3,"5 Kenneth avenue, Toronto ",M2N6M7,43.7642,-79.4049,Condo,2022-02-13,Apt,No Data,"$2,951 /yr",1400,1599,1499.5
25 - 1363 Neilson Road,769000,3.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1363-neilson-road/25,"1363 Neilson road, Toronto ",M1B4Y9,43.8091,-79.2199,Townhouse,2022-02-13,house,No Data,"$2,205 /yr",1000,1199,1099.5
2911 - 185 Roehampton Avenue,687500,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/185-roehampton-avenue/2911,"185 Roehampton avenue, Toronto M",4P 2K5,43.7089,-79.3929,Condo,2022-02-14,Apt,No Data,"$2,207 /yr",500,599,549.5
1507 - 1131 Steeles Avenue,779000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1131-steeles-avenue/1507,"1131 Steeles avenue, Toronto ",M2R3W8,43.7907,-79.4508,Condo,2022-02-13,Apt,No Data,"$1,986 /yr",1000,1199,1099.5
406 - 1205 Queen Street West,648000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/1205-queen-street-west/406,"1205 Queen street, Toronto ",M6K0B9,43.6419,-79.4289,Condo,2022-02-13,Apt,No Data,"$2,505 /yr",600,699,649.5
2502 - 170 Sumach Street,850000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/170-sumach-street/2502,"170 Sumach street, Toronto ",M5A0C3,43.6602,-79.3606,Condo,2022-02-14,Apt,No Data,"$2,731 /yr",700,799,749.5
2239 - 68 Corporate Drive,649000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/68-corporate-drive/2239,"68 Corporate Drive, Toronto M",1H 3H3,43.7803,-79.251,Condo,2022-02-13,Apt,No Data,"$1,809 /yr",1000,1199,1099.5
411 - 1070 Sheppard Avenue West,599900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/1070-sheppard-avenue-west/411,"1070 Sheppard avenue, Toronto ",M3J0G8,43.751,-79.4658,Condo,2022-02-13,Apt,No Data,"$1,998 /yr",600,699,649.5
315 - 2799 Kingston Road,549000,2.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/2799-kingston-road/315,"2799 Kingston road, Toronto M",1M 1N1,43.7202,-79.2375,Condo,2022-02-14,Apt,No Data,No Data,600,699,649.5
14 - 50 Bartlett Avenue,1595000,2.0,3.0,1600-1799 ,https://www.zolo.ca/toronto-real-estate/50-bartlett-avenue/14,"50 Bartlett avenue, Toronto ",M6H3E6,43.662,-79.4338,Townhouse,2022-02-14,house,No Data,"$5,163 /yr",1600,1799,1699.5
905 - 127 Queen Street East,568900,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/127-queen-street-east/905,"127 Queen street, Toronto ",M5C1S1,43.6535,-79.374,Condo,2022-02-13,detached,No Data,"$1,931 /yr",500,599,549.5
321 - 51 Lower Simcoe Street,648888,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/51-lower-simcoe-street/321,"51 Lower Simcoe street, Toronto M",5J 3A4,43.6421,-79.3836,Condo,2022-02-13,Apt,No Data,"$2,456 /yr",600,699,649.5
410 - 55 Ontario Street,769900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/55-ontario-street/410,"55 Ontario street, Toronto M",5A 0T8,43.6533,-79.3662,Condo,2022-02-14,Apt,No Data,No Data,600,699,649.5
3106 - 117 Mcmahon Drive,699000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/117-mcmahon-drive/3106,"117 Mcmahon Drive, Toronto ",M2K0E4,43.7672,-79.3704,Condo,2022-02-13,Apt,No Data,"$2,456 /yr",600,699,649.5
3119 - 9 Mabelle Avenue,669000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/9-mabelle-avenue/3119,"9 Mabelle avenue, Toronto ",M9A4X7,43.6461,-79.526,Condo,2022-02-13,Apt,No Data,"$1,968 /yr",700,799,749.5
3302 - 87 Peter Street,990000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/87-peter-street/3302,"87 Peter street, Toronto M",5V 0P1,43.6468,-79.3924,Condo,2022-02-13,Apt,No Data,"$3,527 /yr",700,799,749.5
1005 - 88 Scott Street,1235000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/88-scott-street/1005,"88 Scott street, Toronto ",M5E0A9,43.6484,-79.3764,Comm Element Condo,2022-02-14,Apt,No Data,"$3,697 /yr",900,999,949.5
207 - 20 Fashion Roseway,750000,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/20-fashion-roseway/207,"20 Fashion Roseway , Toronto ",M2N6B5,43.7626,-79.3938,Condo,2022-02-13,Apt,No Data,"$2,444 /yr",1000,1199,1099.5
2807 - 2 Sonic Way,609000,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/2-sonic-way/2807,"2 Sonic way, Toronto M",3C 0P2,43.7195,-79.3368,Condo,2022-02-13,Apt,No Data,"$2,069 /yr",600,699,649.5
403 - 832 Bay Street,888000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/832-bay-street/403,"832 Bay street, Toronto ",M5S1Z6,43.662,-79.3865,Condo,2022-02-13,Apt,No Data,"$3,600 /yr",800,899,849.5
2402 - 763 Bay Street,699900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/763-bay-street/2402,"763 Bay street, Toronto ",M5G2R3,43.6601,-79.3851,Condo,2022-02-13,Apt,No Data,"$2,945 /yr",600,699,649.5
3002 - 33 Sheppard Avenue East,999900,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/33-sheppard-avenue-east/3002,"33 Sheppard avenue, Toronto ",M2N7K1,43.7612,-79.409,Condo,2022-02-13,Apt,No Data,"$3,312 /yr",1000,1199,1099.5
1201 - 10 Stonehill Court,679000,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/10-stonehill-court/1201,"10 Stonehill court, Toronto ",M1W2X8,43.7949,-79.3139,Condo,2022-02-13,Apt,No Data,"$1,356 /yr",1000,1199,1099.5
1210 - 400 Adelaide Street East,698000,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/400-adelaide-street-east/1210,"400 Adelaide street, Toronto ",M5A1N4,43.6528,-79.3678,Condo,2022-02-13,Apt,No Data,"$2,291 /yr",600,699,649.5
133 - 366 The East Mall,599900,3.0,3.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/366-the-east-mall/133,"366 The East Mall , Toronto M",9B 6C6,43.644,-79.5592,Townhouse,2022-02-13,house,No Data,"$1,680 /yr",1400,1599,1499.5
2208 - 400 Adelaide Street East,719000,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/400-adelaide-street-east/2208,"400 Adelaide street, Toronto ",M5A4S3,43.6528,-79.3678,Condo,2022-02-13,Apt,No Data,"$2,340 /yr",600,699,649.5
506 - 2464 Weston Road,459800,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/2464-weston-road/506,"2464 Weston road, Toronto M",9N 0A2,43.7082,-79.5341,Condo,2022-02-13,Apt,No Data,"$1,241 /yr",600,699,649.5
3 Pamela Court,1098000,3.0,3.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/3-pamela-court,"3 Pamela court, Toronto ",M9V2C2,43.743,-79.5924,Detached,2022-02-13,detached,No Data,"$3,238 /yr",1100,1500,1300.0
812 - 10 Markbrook Lane,575000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/10-markbrook-lane/812,"10 Markbrook Lane, Toronto M",9V 5E3,43.7588,-79.5882,Condo,2022-02-13,Apt,No Data,"$1,185 /yr",1000,1199,1099.5
304 - 840 Que Plate Drive,499800,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/840-que-plate-drive/304,"840 Queens Plate Drive, Toronto M",9W 0E7,43.6532,-79.3832,Condo,2022-02-13,Apt,No Data,"$2,615 /yr",600,699,649.5
1019 - 330 Richmond Street West,858800,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/330-richmond-street-west/1019,"330 Richmond street, Toronto ",M5V0M4,43.649,-79.3926,Condo,2022-02-13,Apt,No Data,No Data,600,699,649.5
308 - 158 Crescent Road,575000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/158-crescent-road/308,"158 Crescent road, Toronto ",M4W1V2,43.6787,-79.3798,Co-Op Apt,2022-02-13,Apt,No Data,No Data,600,699,649.5
#3904 - 38 Grenville Street,950900,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/38-grenville-street/3904,"38 Grenville street, Toronto M",4Y 1A5,43.6619,-79.3857,Condo,2022-02-13,Apt,No Data,"$4,412 /yr",900,999,949.5
706 - 85 Skymark Drive,1598000,2.0,3.0,2250-2499 ,https://www.zolo.ca/toronto-real-estate/85-skymark-drive/706,"85 Skymark Drive, Toronto ",M2H3P2,43.7962,-79.3539,Condo,2022-02-13,Apt,No Data,"$4,680 /yr",2250,2499,2374.5
210 - 1795 Markham Road,729000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/1795-markham-road/210,"1795 Markham road, Toronto ",M1B2Z7,43.7952,-79.2393,Townhouse,2022-02-13,house,No Data,"$1,961 /yr",900,999,949.5
2005 - 3 Hickory Tree Road,479000,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/3-hickory-tree-road/2005,"3 Hickory Tree road, Toronto ",M9N3W5,43.6984,-79.514,Condo,2022-02-13,Apt,No Data,"$1,050 /yr",700,799,749.5
62 - 21 Livonia Place,629000,3.0,3.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/21-livonia-place/62,"21 Livonia place, Toronto ",M1E4W5,43.7855,-79.2053,Townhouse,2022-02-13,house,No Data,"$1,505 /yr",1400,1599,1499.5
38 Telfer Gardens,999900,4.0,4.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/38-telfer-gardens,"38 Telfer Gardens, Toronto ",M1B6C4,43.8083,-79.2251,Semi-Detached,2022-02-13,house,No Data,"$3,721 /yr",2000,2500,2250.0
801 - 25 Baseball Place,875000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/25-baseball-place/801,"25 Baseball place, Toronto M",4M 0E7,43.6577,-79.3509,Condo,2022-02-13,Apt,No Data,"$2,652 /yr",700,799,749.5
2318 - 5 Massey Square,438000,2.0,1.0,900-999 ,https://www.zolo.ca/toronto-real-estate/5-massey-square/2318,"5 Massey square, Toronto ",M4C5L6,43.6962,-79.293,Condo,2022-02-13,Apt,No Data,$965 /yr,900,999,949.5
5009 - 15 Grenville Street,799900,2.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/15-grenville-street/5009,"15 Grenville street, Toronto ",M4Y1A1,43.6619,-79.3841,Condo,2022-02-12,Apt,No Data,"$3,900 /yr",700,799,749.5
202 - 199 Richmond Street West,849900,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/199-richmond-street-west/202,"199 Richmond street, Toronto ",M5V0H4,43.6495,-79.388,Condo,2022-02-13,Apt,No Data,"$2,860 /yr",700,799,749.5
5 Four Oaks Gate,2965000,4.0,5.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/5-four-oaks-gate,"5 Four Oaks Gate, Toronto ",M4J2X1,43.697,-79.3392,Detached,2022-02-13,house,No Data,"$8,277 /yr",2500,3000,2750.0
28 Bar Harbour Square,999900,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/28-bar-harbour-square,"28 Bar Harbour square, Toronto ",M1C5E8,43.7768,-79.1416,Semi-Detached,2022-02-13,house,No Data,"$3,538 /yr",1500,2000,1750.0
1111 - 25 Baseball Place,649000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/25-baseball-place/1111,"25 Baseball place, Toronto ",M4M0E7,43.6577,-79.3509,Condo,2022-02-13,Apt,No Data,No Data,500,599,549.5
1127 - 525 Adelaide Street West,699000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/525-adelaide-street-west/1127,"525 Adelaide street, Toronto ",M5V1T6,43.6455,-79.4019,Condo,2022-02-13,Apt,No Data,"$2,100 /yr",500,599,549.5
708 - 68 Grangeway Avenue,649900,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/68-grangeway-avenue/708,"68 Grangeway avenue, Toronto M",1H 0A1,43.7737,-79.2496,Condo,2022-02-12,Apt,No Data,"$1,864 /yr",900,999,949.5
612 - 223 St Clair Avenue West,749000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/223-st-clair-avenue-west/612,"223 St Clair avenue, Toronto ",M4V0A5,43.6859,-79.4045,Condo,2022-02-12,Apt,No Data,"$2,768 /yr",600,699,649.5
425 - 1169 Queen Street West,679900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/1169-queen-street-west/425,"1169 Queen street, Toronto ",M6J1J4,43.6453,-79.4132,Condo,2022-02-12,Apt,No Data,"$2,350 /yr",600,699,649.5
410 - 3091 Dufferin Street,539999,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/3091-dufferin-street/410,"3091 Dufferin street, Toronto ",M6A0C4,43.7153,-79.4546,Comm Element Condo,2022-02-12,Apt,No Data,"$1,961 /yr",500,599,549.5
2003 - 397 Front Street West,838000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/397-front-street-west/2003,"397 Front street, Toronto ",M5V3S1,43.6427,-79.3935,Condo,2022-02-12,Apt,No Data,"$2,731 /yr",800,899,849.5
2403 - 88 Blue Jays Way,859000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/88-blue-jays-way/2403,"88 Blue Jays way, Toronto ",M5V0L7,43.6455,-79.3925,Condo,2022-02-12,Apt,No Data,"$3,691 /yr",600,699,649.5
707 - 130 Neptune Drive,529900,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/130-neptune-drive/707,"130 Neptune Drive, Toronto ",M6A1X5,43.7304,-79.4411,Condo,2022-02-12,Apt,No Data,"$1,424 /yr",1200,1399,1299.5
1663 - 60 Ann Oreilly Road,699000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/60-ann-oreilly-road/1663,"60 Ann O'reilly road, Toronto M",2J 0C8,43.7742,-79.3293,Condo,2022-02-12,Apt,No Data,"$2,710 /yr",800,899,849.5
Ps2 - 52 Forest Manor Drive,549990,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/52-forest-manor-drive/ps2,"52 Forest Manor Drive, Toronto M",2J 0E2,43.7733,-79.3458,Condo,2022-02-12,Apt,No Data,"$1,882 /yr",500,599,549.5
803 - 1328 Birchmount Road,549900,2.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/1328-birchmount-road/803,"1328 Birchmount road, Toronto ",M1R3A7,43.7485,-79.2862,Condo,2022-02-12,Apt,No Data,"$1,546 /yr",600,699,649.5
3101 - 18 Harbour Street,798000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/18-harbour-street/3101,"18 Harbour street, Toronto ",M5J2Z6,43.6428,-79.377,Condo,2022-02-12,Apt,No Data,"$3,134 /yr",800,899,849.5
Lph6 - 55 Harrison Garden Boulevard,559999,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/55-harrison-garden-boulevard/lph6,"55 Harrison Garden boulevard, Toronto ",M2N7G4,43.7567,-79.4074,Condo,2022-02-12,Apt,No Data,"$1,882 /yr",600,699,649.5
501 - 1093 Kingston Road,939000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1093-kingston-road/501,"1093 Kingston road, Toronto ",M1N4E2,43.6809,-79.2822,Condo,2022-02-12,Apt,No Data,"$2,860 /yr",1000,1199,1099.5
1005 - 90 Stadium Road,1190000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/90-stadium-road/1005,"90 Stadium road, Toronto ",M5V3W5,43.6348,-79.4018,Condo,2022-02-12,Apt,No Data,"$3,752 /yr",900,999,949.5
202 - 35 Bales Avenue,578888,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/35-bales-avenue/202,"35 Bales avenue, Toronto ",M2N7L7,43.76,-79.4084,Condo,2022-02-12,Apt,No Data,"$1,827 /yr",500,599,549.5
7 Greenbrook Drive,1899000,4.0,4.0,3500-5000 ,https://www.zolo.ca/toronto-real-estate/7-greenbrook-drive,"7 Greenbrook Drive, Toronto M",6M 2J8,43.6967,-79.4768,Detached,2022-02-12,detached,No Data,"$6,355 /yr",3500,5000,4250.0
2903 - 21 Widmer Street,479900,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/21-widmer-street/2903,"21 Widmer street, Toronto ",M5V2E8,43.6472,-79.391,Condo,2022-02-12,Apt,No Data,"$1,889 /yr",0,499,249.5
121 - 10 Echo Private,799000,3.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/10-echo-private/121,"10 Echo point, Toronto M",1W 0A7,43.7987,-79.3134,Townhouse,2022-02-12,house,No Data,"$3,978 /yr",1400,1599,1499.5
1208 - 234 Albion Road,529000,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/234-albion-road/1208,"234 Albion road, Toronto ",M9W6A5,43.7211,-79.5442,Condo,2022-02-12,Apt,No Data,$800 /yr,1200,1399,1299.5
409 - 33 Shore Breeze Drive,899000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/33-shore-breeze-drive/409,"33 Shore Breeze Drive, Toronto ",M8V1A1,43.624,-79.4792,Condo,2022-02-12,Apt,No Data,"$3,471 /yr",800,899,849.5
1817 - 711 Bay Street,550000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/711-bay-street/1817,"711 Bay street, Toronto ",M5G2J8,43.6588,-79.3847,Condo,2022-02-12,Apt,No Data,"$1,894 /yr",0,499,249.5
713 - 980 Yonge Street,1129900,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/980-yonge-street/713,"980 Yonge street, Toronto ",M4W3V8,43.6752,-79.3892,Condo,2022-02-12,Apt,No Data,"$4,393 /yr",1200,1399,1299.5
1511 - 30 Harrison Garden Boulevard,558000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/30-harrison-garden-boulevard/1511,"30 Harrison Garden boulevard, Toronto ",M2N7A9,43.7565,-79.4085,Condo,2022-02-12,Apt,No Data,"$1,558 /yr",0,499,249.5
