title,list_price,bedrooms,bathrooms,sqft,full_link,full_address,postal_code,lat,long,type,Sold on,style,age,tax,sqft_min,sqft_max,sqft_avg
607 - 25 Maitland Street,538000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/25-maitland-street/607,"25 Maitland street, Toronto ",M4Y2W1,43.6638,-79.383,Condo,2022-02-12,Apt,No Data,"$1,943 /yr",600,699,649.5
116 Airdrie Road,1599990,2.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/116-airdrie-road,"116 Airdrie road, Toronto ",M4G1M5,43.7024,-79.3666,Detached,2022-02-12,detached,No Data,"$7,613 /yr",1100,1500,1300.0
1112 - 251 Jarvis Street,479000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/251-jarvis-street/1112,"251 Jarvis street, Toronto M",5B 0C3,43.6574,-79.3741,Condo,2022-02-12,Apt,No Data,"$1,372 /yr",0,499,249.5
825 - 8 Trent Avenue,424900,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/8-trent-avenue/825,"8 Trent avenue, Toronto M",4C 0A6,43.688,-79.2958,Condo,2022-02-12,Apt,No Data,"$1,857 /yr",0,499,249.5
318 - 1485 Birchmount Road,699900,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/1485-birchmount-road/318,"1485 Birchmount road, Toronto ",M1P2G4,43.7574,-79.2885,Townhouse,2022-02-12,house,No Data,"$2,415 /yr",900,999,949.5
1450 Sw - 121 Lower Sherbourne Street,629000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/121-lower-sherbourne-street/1450-sw,"121 Lower Sherbourne street, Toronto M",5A 1E7,43.649,-79.3673,Condo,2022-02-12,Apt,No Data,No Data,500,599,549.5
85 - 1357 Neilson Drive,699900,3.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1357-neilson-drive/85,"1357 Neilson Drive, Toronto M",1B 0C6,43.8089,-79.2196,Townhouse,2022-02-12,house,No Data,"$2,072 /yr",1000,1199,1099.5
81 Wandering Trail,1150000,4.0,4.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/81-wandering-trail,"81 Wandering trail, Toronto ",M1X1K1,43.8242,-79.2107,Detached,2022-02-12,house,No Data,"$4,650 /yr",2500,3000,2750.0
813 - 170 Bayview Avenue,759999,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/170-bayview-avenue/813,"170 Bayview avenue, Toronto ",M5A0M4,43.6553,-79.3536,Condo,2022-02-12,Apt,No Data,"$2,415 /yr",600,699,649.5
612 - 82 Lombard Street,998000,2.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/82-lombard-street/612,"82 Lombard street, Toronto ",M5C2S8,43.6522,-79.3743,Condo,2022-02-12,Apt,No Data,"$3,625 /yr",1400,1599,1499.5
526 - 142 Widdicombe Hill Boulevard,630000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/142-widdicombe-hill-boulevard/526,"142 Widdicombe Hill boulevard, Toronto ",M9R0A9,43.6759,-79.5581,Townhouse,2022-02-12,house,No Data,"$1,955 /yr",600,699,649.5
302 - 160 Frederick Street,1650000,2.0,3.0,2000-2249 ,https://www.zolo.ca/toronto-real-estate/160-frederick-street/302,"160 Frederick street, Toronto ",M5A4H9,43.6504,-79.3693,Condo,2022-02-12,Apt,No Data,"$4,748 /yr",2000,2249,2124.5
4011 - 251 Jarvis Street,515000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/251-jarvis-street/4011,"251 Jarvis street, Toronto M",5B 2C2,43.6574,-79.3741,Condo,2022-02-12,Apt,No Data,"$2,290 /yr",0,499,249.5
209 - 280 Howland Avenue,1765000,2.0,3.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/280-howland-avenue/209,"280 Howland avenue, Toronto ",000000,43.6737,-79.4122,Condo,2022-02-12,Apt,No Data,No Data,1200,1399,1299.5
23 Janus Court,2388000,5.0,4.0,3500-5000 ,https://www.zolo.ca/toronto-real-estate/23-janus-court,"23 Janus court, Toronto ",M2H1S3,43.8073,-79.3696,Detached,2022-02-12,house,No Data,"$9,434 /yr",3500,5000,4250.0
4707 - 14 York Street,670000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/14-york-street/4707,"14 York street, Toronto M",5J 2Z2,43.642,-79.3815,Condo,2022-02-12,Apt,No Data,"$2,435 /yr",500,599,549.5
42 - 108 George Henry Boulevard,899000,3.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/108-george-henry-boulevard/42,"108 George Henry boulevard, Toronto ",M2J1E7,43.7736,-79.3479,Townhouse,2022-02-12,house,No Data,"$2,896 /yr",1000,1199,1099.5
1003 - 32 Davenport Road,1100000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/32-davenport-road/1907,"32 Davenport road, Toronto ",M5R1H3,43.6733,-79.3899,Condo,2022-02-12,Apt,No Data,"$4,870 /yr",800,899,849.5
307 - 15 Vicora Link Way,499000,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/15-vicora-link-way/307,"15 Vicora Link way, Toronto M",3C 1A7,43.7109,-79.3252,Condo,2022-02-12,Apt,No Data,"$1,155 /yr",800,899,849.5
828 - 550 Queens Quay West,999900,1.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/550-queens-quay-west/828,"550 Queens quay, Toronto M",5V 3M8,43.6364,-79.399,Condo,2022-02-12,Apt,No Data,"$3,000 /yr",900,999,949.5
1707 - 420 Mill Road,649900,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/420-mill-road/1707,"420 Mill road, Toronto ",M9C1Z1,43.6441,-79.5889,Condo,2022-02-12,Apt,No Data,"$1,735 /yr",1200,1399,1299.5
Ph01 - 763 Bay Street,1328000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/763-bay-street/ph01,"763 Bay street, Toronto ",M5G2R3,43.6601,-79.3851,Condo,2022-02-12,Apt,No Data,"$5,000 /yr",1000,1199,1099.5
1407 - 89 Mcgill Street,598000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/89-mcgill-street/1407,"89 Mcgill street, Toronto ",M5B0B1,43.6606,-79.3786,Condo,2022-02-12,Apt,No Data,"$1,631 /yr",0,499,249.5
912 - 451 The West Mall,399900,1.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/451-the-west-mall/912,"451 The West Mall , Toronto ",M9C1G1,43.6465,-79.5668,Condo,2022-02-12,Apt,No Data,$996 /yr,800,899,849.5
1003 - 50 Wellesley Street East,728000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/50-wellesley-street-east/1003,"50 Wellesley street, Toronto ",M4Y1G2,43.6656,-79.3825,Condo,2022-02-12,Apt,No Data,"$2,566 /yr",600,699,649.5
79 Carondale Crescent,999900,4.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/79-carondale-crescent,"79 Carondale Crescent, Toronto ",M1W2A9,43.7917,-79.3096,Link,2022-02-11,house,No Data,"$4,027 /yr",1500,2000,1750.0
41 Waterbridge Way,1299800,4.0,3.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/41-waterbridge-way,"41 Waterbridge way, Toronto M",1C 5B9,43.7728,-79.1408,Detached,2022-02-11,house,No Data,"$5,010 /yr",2500,3000,2750.0
32 - 44 Chester Le Boulevard,830000,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/44-chester-le-boulevard/32,"44 Chester Le boulevard, Toronto ",M1W2M8,43.7957,-79.3287,Townhouse,2022-02-11,house,No Data,"$2,297 /yr",1200,1399,1299.5
201 - 90 Dale Avenue,499880,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/90-dale-avenue/201,"90 Dale avenue, Toronto ",M1J3N4,43.7525,-79.2042,Condo,2022-02-11,Apt,No Data,"$1,393 /yr",1000,1199,1099.5
222 - 119 Merton Street,998000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/119-merton-street/222,"119 Merton street, Toronto ",M4S3G5,43.6968,-79.392,Condo,2022-02-11,house,No Data,"$3,012 /yr",1000,1199,1099.5
47 Foursome Crescent,2980000,3.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/47-foursome-crescent,"47 Foursome Crescent, Toronto M",2P 1W1,43.7513,-79.3947,Detached,2022-02-12,detached,No Data,"$8,558 /yr",1100,1500,1300.0
Ph 119 - 35 Hollywood Avenue,1249800,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/35-hollywood-avenue/ph-119,"35 Hollywood avenue, Toronto ",M2N0A9,43.7657,-79.41,Condo,2022-02-12,Apt,No Data,"$4,525 /yr",1200,1399,1299.5
1308 - 240 Scarlett Road,589900,1.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/240-scarlett-road/1308,"240 Scarlett road, Toronto ",M6N4X4,43.6757,-79.5081,Condo,2022-02-11,Apt,No Data,"$1,558 /yr",800,899,849.5
2904 - 32 Davenport Road,985000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/32-davenport-road/2904,"32 Davenport road, Toronto ",M5R0B5,43.6733,-79.3899,Condo,2022-02-11,Apt,No Data,"$4,357 /yr",800,899,849.5
4702 - 56 Annie Craig Drive,1899000,2.0,3.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/56-annie-craig-drive/4702,"56 Annie Craig Drive, Toronto ",M8V0C5,43.6255,-79.4788,Condo,2022-02-12,Apt,No Data,"$5,395 /yr",1400,1599,1499.5
1503 - 410 Queens Quay West,1149000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/410-queens-quay-west/1503,"410 Queens quay, Toronto ",M5V3T1,43.6382,-79.3914,Condo,2022-02-11,Apt,No Data,"$3,165 /yr",900,999,949.5
719 - 39 Parliament Street,780000,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/39-parliament-street/719,"39 Parliament street, Toronto ",M5A4R2,43.6499,-79.3618,Condo,2022-02-11,Apt,No Data,"$2,505 /yr",800,899,849.5
303 - 11 Thorncliffe Park Drive,495000,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/11-thorncliffe-park-drive/303,"11 Thorncliffe Park Drive, Toronto ",M4H1P3,43.704,-79.3491,Condo,2022-02-11,Apt,No Data,"$1,546 /yr",800,899,849.5
4504 - 180 University Avenue,1200000,1.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/180-university-avenue/4504,"180 University avenue, Toronto ",M5H0A2,43.6489,-79.3858,Condo,2022-02-11,Apt,No Data,"$4,050 /yr",800,899,849.5
1508 - 825 Church Street,799000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/825-church-street/1508,"825 Church street, Toronto ",M4W3Z4,43.6729,-79.3868,Condo,2022-02-12,Apt,No Data,"$3,104 /yr",600,699,649.5
506 - 99 Blackwell Avenue,499000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/99-blackwell-avenue/506,"99 Blackwell avenue, Toronto ",M1B3R5,43.8054,-79.2202,Condo,2022-02-11,Apt,No Data,$733 /yr,900,999,949.5
703 - 125 Peter Street,649000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/125-peter-street/703,"125 Peter street, Toronto ",M5V0M2,43.6485,-79.3927,Condo,2022-02-11,Apt,No Data,"$2,414 /yr",600,699,649.5
12 - 85 Eastwood Park Gardens,799000,2.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/85-eastwood-park-gardens/12,"85 Eastwood Park Gardens, Toronto ",M8W0B1,43.5954,-79.5355,Townhouse,2022-02-11,house,No Data,"$2,680 /yr",1000,1199,1099.5
2816 - 955 Bay Street,688000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/955-bay-street/2816,"955 Bay street, Toronto M",5S 2A2,43.6648,-79.387,Condo,2022-02-11,Apt,No Data,"$2,615 /yr",0,499,249.5
558 - 209 Fort York Boulevard,400000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/209-fort-york-boulevard/558,"209 Fort York boulevard, Toronto ",M5V4A1,43.6372,-79.4046,Condo,2022-02-11,Apt,No Data,"$1,259 /yr",0,499,249.5
1303 - 100 Harrison Garden Boulevard,899900,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/100-harrison-garden-boulevard/1303,"100 Harrison Garden boulevard, Toronto ",M2N0C2,43.7571,-79.4042,Condo,2022-02-11,Apt,No Data,"$3,324 /yr",1000,1199,1099.5
225 Christie Street,1199900,4.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/225-christie-street,"225 Christie street, Toronto ",M6G3B5,43.6694,-79.4204,Semi-Detached,2022-02-11,house,No Data,"$4,222 /yr",1500,2000,1750.0
1502 - 38 Lee Centre Drive,488888,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/38-lee-centre-drive/1502,"38 Lee Centre Drive, Toronto ",M1H3J7,43.7818,-79.2466,Comm Element Condo,2022-02-11,Apt,No Data,"$1,341 /yr",600,699,649.5
601 - 451 The West Mall,459900,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/451-the-west-mall/601,"451 The West Mall avenue, Toronto M",9C-161,43.6468,-79.5677,Condo,2022-02-11,detached,No Data,"$1,136 /yr",1000,1199,1099.5
77 Joseph Griffith Lane,899900,3.0,4.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/77-joseph-griffith-lane,"77 Joseph Griffith Lane, Toronto ",M3L0C9,43.7266,-79.5223,Att/Row/Twnhouse,2022-02-11,house,No Data,"$2,768 /yr",1500,2000,1750.0
201 - 1630 Queen Street East,689000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/1630-queen-street-east/201,"1630 Queen street, Toronto ",M4L0B3,43.6666,-79.3158,Condo,2022-02-11,Apt,No Data,"$2,603 /yr",600,699,649.5
402 - 2 Covington Road,749000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/2-covington-road/402,"2 Covington road, Toronto ",M6A3E2,43.7212,-79.4309,Condo,2022-02-11,Apt,No Data,"$2,908 /yr",1200,1399,1299.5
1002 - 705 King Street West,699999,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/705-king-street-west/1002,"705 King street, Toronto ",L5H2N6,43.6434,-79.4039,Comm Element Condo,2022-02-11,Apt,No Data,"$2,004 /yr",700,799,749.5
901 - 31 Bales Avenue,699000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/31-bales-avenue/901,"31 Bales avenue, Toronto M",2N 7L6,43.7601,-79.4089,Condo,2022-02-11,Apt,No Data,"$2,609 /yr",900,999,949.5
267 Clinton Street,1579000,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/267-clinton-street,"267 Clinton street, Toronto M",6G 2Y7,43.6612,-79.4159,Att/Row/Twnhouse,2022-02-11,house,No Data,"$6,287 /yr",1500,2000,1750.0
303 - 15 Merchants Wharf Street,749900,1.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/15-merchants-wharf-street/303,"15 Merchants' Wharf street, Toronto M",5A 0N8,43.6452,-79.3643,Condo,2022-02-11,Apt,No Data,"$3,561 /yr",700,799,749.5
601 - 10 Yonge Street,860000,1.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/10-yonge-street/601,"10 Yonge street, Toronto ",M5E1R4,43.6425,-79.3755,Condo,2022-02-11,Apt,No Data,"$2,817 /yr",900,999,949.5
604 - 18 Wanless Avenue,928000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/18-wanless-avenue/604,"18 Wanless avenue, Toronto ",M4N3R9,43.7268,-79.402,Condo,2022-02-11,Apt,No Data,"$4,860 /yr",1200,1399,1299.5
510 - 90 Ling Road,499900,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/90-ling-road/510,"90 Ling road, Toronto ",M1E4Y3,43.7674,-79.1839,Condo,2022-02-11,Apt,No Data,"$1,014 /yr",1000,1199,1099.5
3203 - 85 Queens Wharf Road,699000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/85-queens-wharf-road/3203,"85 Queens Wharf road, Toronto ",M5V0J9,43.6389,-79.3985,Condo,2022-02-11,Apt,No Data,"$2,805 /yr",600,699,649.5
2810 - 1 Scott Street,429000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/1-scott-street/2810,"1 Scott street, Toronto M",5E 1A1,43.6468,-79.3751,Condo,2022-02-11,Apt,No Data,"$1,448 /yr",0,499,249.5
1214 - 55 De Boers Road,699000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/55-de-boers-road/1214,"55 De Boers road, Toronto M",3J 0G5,43.7511,-79.4659,Condo,2022-02-11,Apt,No Data,"$2,548 /yr",800,899,849.5
45 Kawneer Terrace,899000,4.0,4.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/45-kawneer-terrace,"45 Kawneer Terrace, Toronto ",M1P0C2,43.7656,-79.2735,Att/Row/Twnhouse,2022-02-11,house,No Data,"$3,544 /yr",1500,2000,1750.0
809 - 2088 Lawrence Avenue West,699000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/2088-lawrence-avenue-west/809,"2088 Lawrence avenue, Toronto M",9N 3Z9,43.6995,-79.5185,Condo,2022-02-11,Apt,No Data,"$2,059 /yr",1200,1399,1299.5
332 - 684 Warden Avenue,599999,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/684-warden-avenue/332,"684 Warden avenue, Toronto ",M1L4W4,43.714,-79.2825,Condo,2022-02-11,Apt,No Data,"$1,919 /yr",800,899,849.5
227 - 2800 Keele Street,549900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/2800-keele-street/227,"2800 Keele street, Toronto ",M3M0B8,43.7287,-79.483,Condo,2022-02-11,Apt,No Data,"$1,833 /yr",600,699,649.5
205 - 1401 Oconnor Drive,588888,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/1401-oconnor-drive/205,"1401 O'connor Drive, Toronto ",M4B2V5,43.7129,-79.3068,Condo,2022-02-11,Apt,No Data,No Data,600,699,649.5
206 - 741 Sheppard Avenue West,549900,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/741-sheppard-avenue-west/206,"741 Sheppard avenue, Toronto ",M3H2S9,43.7535,-79.4458,Condo,2022-02-11,Apt,No Data,"$1,772 /yr",500,599,549.5
610 - 88 Corporate Drive,599900,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/88-corporate-drive/610,"88 Corporate Drive, Toronto ",M1H3G6,43.7813,-79.2499,Condo,2022-02-11,Apt,No Data,"$1,479 /yr",700,799,749.5
315 - 1 Massey Square,449900,2.0,1.0,900-999 ,https://www.zolo.ca/toronto-real-estate/1-massey-square/315,"1 Massey square, Toronto ",M4C5L4,43.6964,-79.2942,Condo,2022-02-11,Apt,No Data,$898 /yr,900,999,949.5
12 - 15 Eaton Park Lane,728888,2.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/15-eaton-park-lane/12,"15 Eaton Park Lane, Toronto M",1W 0A5,43.7944,-79.3106,Townhouse,2022-02-11,house,No Data,"$2,466 /yr",1000,1199,1099.5
902 - 38 Monte Kwinter Court,499000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/38-monte-kwinter-court/902,"38 Monte Kwinter court, Toronto M",3H 0E2,43.7336,-79.448,Condo,2022-02-11,Apt,No Data,"$1,705 /yr",0,499,249.5
1109 - 19 Western Battery Road,779900,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/19-western-battery-road/1109,"19 Western Battery road, Toronto M",6K 0E3,43.6397,-79.4119,Condo,2022-02-11,Apt,No Data,"$2,732 /yr",700,799,749.5
711 - 38 Monte Kwinter Court,505000,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/38-monte-kwinter-court/711,"38 Monte Kwinter court, Toronto ",M3H0E2,43.7336,-79.448,Condo,2022-02-11,Apt,No Data,"$1,500 /yr",0,499,249.5
1711 - 125 Redpath Avenue,485000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/125-redpath-avenue/1711,"125 Redpath avenue, Toronto ",M4S2J9,43.7077,-79.3923,Condo,2022-02-11,Apt,No Data,"$1,491 /yr",0,499,249.5
1528 - 18 Mondeo Drive,599000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/18-mondeo-drive/1528,"18 Mondeo Drive, Toronto ",M1P5C8,43.7642,-79.2899,Condo,2022-02-11,Apt,No Data,"$1,839 /yr",800,899,849.5
415 - 660 Eglinton Avenue West,510000,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/660-eglinton-avenue-west/415,"660 Eglinton avenue, Toronto ",M5N1C3,43.7024,-79.4195,Co-Ownership Apt,2022-02-11,Apt,No Data,"$1,399 /yr",700,799,749.5
19 - 80 Carr Street,829000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/80-carr-street/19,"80 Carr street, Toronto ",M5T1B7,43.6493,-79.404,Townhouse,2022-02-11,house,No Data,"$2,850 /yr",900,999,949.5
4907 - 7 Grenville Street,888000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/7-grenville-street/4907,"7 Grenville street, Toronto ",M4Y0E9,43.6619,-79.3839,Condo,2022-02-11,Apt,No Data,"$2,805 /yr",600,699,649.5
1103 - 2550 Lawrence Avenue East,589000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/2550-lawrence-avenue-east/1103,"2550 Lawrence avenue, Toronto ",M1P2R7,43.7517,-79.2664,Condo,2022-02-11,Apt,No Data,"$1,295 /yr",900,999,949.5
2003 - 224 King Street West,1245000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/224-king-street-west/2003,"224 King street, Toronto ",M5H0A6,43.6474,-79.3873,Condo,2022-02-11,Apt,No Data,"$4,082 /yr",900,999,949.5
622 - 700 Humberwood Boulevard,499900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/700-humberwood-boulevard/622,"700 Humberwood boulevard, Toronto ",M9W7J4,43.7247,-79.6167,Condo,2022-02-11,Apt,No Data,"$1,380 /yr",600,699,649.5
1107 - 125 Village Green Square,549999,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/125-village-green-square/1107,"125 Village Green square, Toronto M",1S 0G3,43.7775,-79.281,Condo,2022-02-11,Apt,No Data,"$1,720 /yr",600,699,649.5
1103 - 101 Prudential Drive,449999,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/101-prudential-drive/1103,"101 Prudential Drive, Toronto ",M1P4S5,43.7489,-79.2666,Condo,2022-02-11,Apt,No Data,$813 /yr,700,799,749.5
2702 - 2230 Lake Shore Boulevard West,899000,2.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/2230-lake-shore-boulevard-west/2702,"2230 Lake Shore boulevard, Toronto ",M8V1A5,43.6214,-79.4832,Condo,2022-02-11,Apt,No Data,"$2,261 /yr",700,799,749.5
21 Thomas Mulholland Drive,1089000,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/21-thomas-mulholland-drive,"21 Thomas Mulholland Drive, Toronto M",3K 0B5,43.7365,-79.4764,Att/Row/Twnhouse,2022-02-11,house,No Data,"$3,373 /yr",1500,2000,1750.0
807 - 2240 Lake Shore Boulevard West,769000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/2240-lake-shore-boulevard-west/807,"2240 Lake Shore boulevard, Toronto ",M8V1A5,43.6211,-79.4833,Condo,2022-02-11,Apt,No Data,"$2,389 /yr",800,899,849.5
2214 - 5 Massey Square,569900,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/5-massey-square/2214,"5 Massey square, Toronto ",M4C5L6,43.6962,-79.293,Townhouse,2022-02-11,Apt,No Data,"$1,069 /yr",1000,1199,1099.5
3806 - 300 Front Street,749000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/300-front-street/3806,"300 Front street, Toronto ",M5V0E9,43.6441,-79.3894,Condo,2022-02-11,Apt,No Data,"$3,177 /yr",600,699,649.5
Ph3 - 240 Heath Street West,1700000,2.0,2.0,1600-1799 ,https://www.zolo.ca/toronto-real-estate/240-heath-street-west/ph3,"240 Heath street, Toronto ",M5P3L5,43.6868,-79.4135,Condo,2022-02-11,Apt,No Data,"$4,990 /yr",1600,1799,1699.5
1002 - 3151 Bridletowne Circle,548000,2.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/3151-bridletowne-circle/1002,"3151 Bridletowne Circle, Toronto ",M1W2T1,43.7977,-79.3199,Condo,2022-02-11,Apt,No Data,"$1,766 /yr",1400,1599,1499.5
1908 - 234 Albion Road,578800,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/234-albion-road/1908,"234 Albion road, Toronto ",M9W6A5,43.7211,-79.5442,Condo,2022-02-11,Apt,No Data,$850 /yr,1200,1399,1299.5
721 - 151 Dan Leckie Way,672053,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/151-dan-leckie-way/721,"151 Dan Leckie way, Toronto ",M5V4B2,43.6398,-79.3979,Condo,2022-02-11,Apt,No Data,"$1,452 /yr",600,699,649.5
108 - 1183 Dufferin Street,750000,1.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/1183-dufferin-street/108,"1183 Dufferin street, Toronto M",6H 4B7,43.6649,-79.4371,Townhouse,2022-02-11,house,No Data,No Data,800,899,849.5
1412E - 576 Front Street West,445000,0.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/576-front-street-west/1412e,"576 Front street, Toronto ",M5V1C1,43.6411,-79.4011,Condo,2022-02-11,Apt,No Data,"$1,405 /yr",0,499,249.5
